company_id,company_name,region,okved_section,year,period_date,revenue,net_profit,dividends_paid,headcount,net_margin,payout_ratio_valid,tax_to_profit_valid,financial_pressure_ratio,rev_growth,emp_growth,profit_growth_type,net_margin_z,rev_per_emp_z,financial_pressure_z,rev_growth_z,emp_growth_z,anomaly_count,risk_anomaly_count,signal_anomaly_count,critical_anomaly_count,max_criticality_score,criticality_final,risk_flag,signal_only_flag,top_hypothesis_code,top_interpretation,top_reason,is_latest_year
C0001,ООО «Строй-Плюс-001»,Ненецкий АО,Производство металлоконструкций,2023,2023-12-31,28104024,3497693,0,21,0.12445523815379606,0,1.1959783205672996,0.9886824858599262,,,normal,-1.0582039015253561,-1.0632653973289277,0.953133784856529,,,0,0,0,0,,none,0,0,,,,0
C0001,ООО «Строй-Плюс-001»,Ненецкий АО,Производство металлоконструкций,2024,2024-12-31,28898327,6567245,2104070,20,0.22725346695675497,0.320388534309288,0.6273164774574422,0.767099853371832,0.02826296333934253,-0.04761904761904767,normal,0.7234347524401687,-0.9797355799287468,-0.10216959143733408,-0.259941631333848,-0.5576391830856673,0,0,0,0,,none,0,0,,,,0
C0001,ООО «Строй-Плюс-001»,Ненецкий АО,Производство металлоконструкций,2025,2025-12-31,39895305,8260411,3779573,21,0.2070522082736302,0.45755265688353763,0.28604787340484633,0.7086688857930802,0.38054029909759146,0.050000000000000044,normal,0.1338764167883425,-0.8521788535003129,-0.11058719309583422,2.9640301080472753,0.7215482543238001,0,0,0,0,,none,0,0,,,,1
C0002,ООО «Союз-Инвест-002»,Курганская обл.,Разработка ПО,2023,2023-12-31,109139991,52114070,0,64,0.4774974738636363,0,0.22790916157575103,0.38343942069171005,,,normal,-0.2794467620554854,-0.6340651894797907,-0.523559097823898,,,0,0,0,0,,none,0,0,,,,0
C0002,ООО «Союз-Инвест-002»,Курганская обл.,Разработка ПО,2024,2024-12-31,151519856,83755447,0,66,0.5527687869502728,0,0.22389399939564528,0.3362999650600887,0.3883073895433984,0.03125,normal,0.8217627977727131,-0.7189832848842578,-0.46854771248920696,2.0508686148721713,0.6137477474980265,0,0,0,0,,none,0,0,,,,0
C0002,ООО «Союз-Инвест-002»,Курганская обл.,Разработка ПО,2025,2025-12-31,182270607,91866472,0,64,0.504011444917172,0,0.3535520336516243,0.38308314593768555,0.2029486551254378,-0.030303030303030276,normal,0.8595553272125334,-0.5550237761444721,-0.1878144184759878,0.8078020313924822,-0.44966050631773014,0,0,0,0,,none,0,0,,,,1
C0003,ПАО «Трейд-Корп-003»,Ивановская обл.,Частная медицина,2023,2023-12-31,514238803,137316457,0,100,0.2670285793271808,0,0.6807185463574843,0.6779580140475653,,,normal,-0.3998631106235551,-0.20305312310617774,0.1420479826228708,,,0,0,0,0,,none,0,0,,,,0
C0003,ПАО «Трейд-Корп-003»,Ивановская обл.,Частная медицина,2024,2024-12-31,588511795,102943229,39584526,108,0.17492126729592564,0.38452772838512767,0.9379332952534449,1.0524158418440521,0.14443288131253684,0.08000000000000007,normal,-1.1630887847227438,-0.04276096358888291,2.829955777850009,0.7606772500843083,1.2208282746526353,0,0,0,0,,none,0,0,,,,0
C0003,ПАО «Трейд-Корп-003»,Ивановская обл.,Частная медицина,2025,2025-12-31,477211328,124413133,0,95,0.26070867496255246,0,0.2850386462014424,0.5299730302348713,-0.18912189686869407,-0.12037037037037035,normal,0,-0.33470258220638516,-0.28351631727944515,-1.6252406613605543,-2.0500147388721492,0,0,0,0,,none,0,0,,,,1
C0004,ПАО «Партнёр-Маркет-004»,Архангельская обл.,Производство хлебобулочных изделий,2023,2023-12-31,137439613,20660236,7641886,150,0.1503222800838358,0.36988377093078706,1.1039673022128111,1.1093451485410883,,,normal,-1.2603988260628376,-1.098854423895958,2.646876013597621,,,0,0,0,0,,none,0,0,,,,0
C0004,ПАО «Партнёр-Маркет-004»,Архангельская обл.,Производство хлебобулочных изделий,2024,2024-12-31,138151594,25134275,8219701,141,0.18193257328612508,0.32703155352601176,0.9263201345572928,0.9464776629717885,0.0051803187193200095,-0.06000000000000005,normal,0.09058718858387609,-1.0314153610055987,1.1366929519073405,-0.21681933777468593,-0.6744907594765952,0,0,0,0,,none,0,0,,,,0
C0004,ПАО «Партнёр-Маркет-004»,Архангельская обл.,Производство хлебобулочных изделий,2025,2025-12-31,138224836,27076171,5447352,146,0.19588499276642296,0.20118620169742613,0.48134531282137344,0.7424308753842743,0.0005301567494038206,0.03546099290780136,normal,-0.011314704549843235,-0.9853710692433163,0.014649598503780446,-0.33159620824652114,0.40079103533887334,0,0,0,0,,none,0,0,,,,1
C0005,ООО «Техно-Логистик-005»,Ульяновская обл.,Производство пластмасс,2023,2023-12-31,471537718,90602255,25825019,127,0.19214211619016233,0.2850372653528326,0.47737454216785224,0.744398070670173,,,normal,0.10016678186364665,-0.03380784520301702,-0.21804928638311125,,,0,0,0,0,,none,0,0,,,,0
C0005,ООО «Техно-Логистик-005»,Ульяновская обл.,Производство пластмасс,2024,2024-12-31,426887853,84329664,0,124,0.19754524146649824,0,0.6726180718566601,0.6523398497255303,-0.09468991195313037,-0.023622047244094446,normal,0.10452806767754681,-0.2199289738336176,-0.8529650032011966,-0.7019831204059223,-0.751561307584822,0,0,0,0,,none,0,0,,,,0
C0005,ООО «Техно-Логистик-005»,Ульяновская обл.,Производство пластмасс,2025,2025-12-31,421354253,84419141,0,113,0.20035193758920003,0,0.6003778574340148,0.651806513290476,-0.012962655088712527,-0.08870967741935487,normal,0.10854352077450782,-0.11132443026026043,-0.5140581975152302,-0.6743693998755728,-2.008599881119975,0,0,0,0,,none,0,0,,,,1
C0006,ПАО «Прогресс-Ко-006»,Республика Крым,Оптовая торговля,2023,2023-12-31,25154802,1062061,0,4,0.04222100416453288,0,3.7430712548525933,1.551914036413242,,,normal,-0.8568232569152189,0.44156444171856846,1.2437582354313876,,,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,0
C0006,ПАО «Прогресс-Ко-006»,Республика Крым,Оптовая торговля,2024,2024-12-31,27204939,1121873,0,5,0.04123784287845674,0,3.6121789186476545,1.4956393197809739,0.08150082040001738,0.25,normal,-0.5835145588165256,0,0.6744907594765952,0.11362802697633152,2.065627950897073,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,0
C0006,ПАО «Прогресс-Ко-006»,Республика Крым,Оптовая торговля,2025,2025-12-31,24769427,2003402,0,4,0.08088204866426664,0,1.7547336979797366,1.1660679422802918,-0.08952462639228853,-0.19999999999999996,normal,0.40783500302871867,0.07397381474695963,-0.034542561512416615,-1.7788827486201622,-2.697963037906378,0,0,0,0,,none,0,0,,,,1
C0007,ПАО «Капитал-Плюс-007»,Москва,Электромонтажные работы,2023,2023-12-31,47896775,13820042,5700452,6,0.28853804875171657,0.4124771834991529,0.5790597452598191,0.8173873686236446,,,normal,0.2527826996689121,0.9334396610804397,1.3733479175378054,,,0,0,0,0,,none,0,0,,,,0
C0007,ПАО «Капитал-Плюс-007»,Москва,Электромонтажные работы,2024,2024-12-31,43218291,11901263,0,5,0.2753756042782904,0,0.281785639053603,0.37332064689697,-0.0976784762648425,-0.16666666666666663,normal,0,1.03352801765667,-3.3213042664386028,-1.3711682233915992,-2.1358874050092154,0,0,0,0,,none,0,0,,,,0
C0007,ПАО «Капитал-Плюс-007»,Москва,Электромонтажные работы,2025,2025-12-31,45267062,10410280,1580620,5,0.22997472201752348,0.15183261161083084,0.2692397322646461,0.48349652256920767,0.047405183143405694,0,normal,-0.22080287031067133,1.1360752503413267,-0.9105229217171648,0.3446886391815649,0,0,0,0,0,,none,0,0,,,,1
C0008,ООО «Омега-Маркет-008»,Тульская обл.,Аудит и бухгалтерия,2023,2023-12-31,1583313017,805072246,374289772,1,0.5084732060912501,0.46491451401990075,0.1594231941762901,0.6033912825073716,,,normal,0.5302359168991286,396.3918582123596,0.5553439003860742,,,1,1,0,1,4,critical,1,0,H5,risk,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,0
C0008,ООО «Омега-Маркет-008»,Тульская обл.,Аудит и бухгалтерия,2024,2024-12-31,1876536477,884060815,0,1,0.47111304567515744,0,0.28378898910930694,0.3991851029308411,0.18519614053043565,0,normal,0.2155037036783695,321.70550768798694,-0.48195505435320396,0.9071913951576069,0,1,1,0,1,4,critical,1,0,H5,risk,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,0
C0008,ООО «Омега-Маркет-008»,Тульская обл.,Аудит и бухгалтерия,2025,2025-12-31,2475772621,1317767440,0,1,0.5322651316289841,0,0.2109986091324278,0.32129222040799715,0.3193309329952343,0,normal,0.5735419259262102,522.4844494584348,-0.666819154606859,2.417830856559939,0,1,1,0,1,4,critical,1,0,H5,risk,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,1
C0009,ПАО «Монолит-Инвест-009»,Ростовская обл.,Производство алкогольных напитков,2023,2023-12-31,258353657,51259535,0,131,0.19840839721498504,0,0.7559176258621932,0.7514709102622642,,,normal,0.11026432831392405,-0.5979058857740671,-0.06153138778835661,,,0,0,0,0,,none,0,0,,,,0
C0009,ПАО «Монолит-Инвест-009»,Ростовская обл.,Производство алкогольных напитков,2024,2024-12-31,240305865,64073238,0,119,0.26663201915608675,0,0.37527282451372285,0.4884504413816976,-0.06985692484314243,-0.09160305343511455,normal,1.2740166553978278,-0.5940186093651162,-1.3648481863564819,-0.7344214374620425,-0.9231416012765021,0,0,0,0,,none,0,0,,,,0
C0009,ПАО «Монолит-Инвест-009»,Ростовская обл.,Производство алкогольных напитков,2025,2025-12-31,245426760,36888353,0,114,0.15030289688051945,0,0.7258523848977481,0.6793205057089365,0.021309904358763676,-0.04201680672268904,normal,-0.5165372348935794,-0.6123561717115852,-0.6198927719456183,-0.15280658260413743,-0.8328117416045421,0,0,0,0,,none,0,0,,,,1
C0010,ПАО «Строй-Холдинг-010»,Мурманская обл.,Оптовая торговля,2023,2023-12-31,378100090,27947835,0,150,0.07391649919998697,0,2.2706204970796486,1.3706305531281502,,,normal,-0.0792565413330845,-0.6744907594765952,0.7154887060516129,,,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,0
C0010,ПАО «Строй-Холдинг-010»,Мурманская обл.,Оптовая торговля,2024,2024-12-31,346105364,31999340,0,136,0.09245548705220298,0,1.2010609281316427,0.9679679089539834,-0.08461972595669043,-0.09333333333333338,normal,0.263551668702195,-0.7325012438002045,-0.6342693484993516,-1.13564921705124,-0.7711677683349077,0,0,0,0,,none,0,0,,,,0
C0010,ПАО «Строй-Холдинг-010»,Мурманская обл.,Оптовая торговля,2025,2025-12-31,363798733,2502550,0,124,0.00687894094452495,0,10.858987033226109,1.3496421811374517,0.051121337142870704,-0.08823529411764708,normal,-1.8364912352036078,-0.7479537747791911,0.6744907594765952,-0.5393873565553045,-1.1902778108410497,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,1
C0011,ООО «Северный-Корп-011»,Чувашская Республика,Оптовая торговля,2023,2023-12-31,498592552,26464208,7654415,97,0.053077824556031473,0.28923650388479416,2.1031784136521297,1.3314687582793165,,,normal,-0.5904793438752198,0.10136872994605838,0.601369192461254,,,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,0
C0011,ООО «Северный-Корп-011»,Чувашская Республика,Оптовая торговля,2024,2024-12-31,432298600,12568248,4310809,81,0.029073071252139145,0.3429920383493387,5.180807141934182,1.5774539510827994,-0.13296217870498794,-0.1649484536082474,normal,-0.7847023989908215,-0.02629634480121831,0.8774119780599093,-1.499199226146714,-1.3628885449217802,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,0
C0011,ООО «Северный-Корп-011»,Чувашская Республика,Оптовая торговля,2025,2025-12-31,517499803,17883695,0,90,0.03455787788966559,0,2.0370797533731144,1.166061408294174,0.19708877845082085,0.11111111111111116,normal,-0.997059401237729,-0.03760742283819935,-0.03456779824446128,0.7470055575753108,1.4988683543924333,0,0,0,0,,none,0,0,,,,1
C0012,ООО «Южный-Логистик-012»,Севастополь,Розничная торговля,2023,2023-12-31,1609435419,191443458,84754665,456,0.11895069273357405,0.4427138220622822,1.3456624514168565,1.3016283202844556,,,normal,0.810046778316825,-0.06796281876162047,0.33942692575056627,,,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,0
C0012,ООО «Южный-Логистик-012»,Севастополь,Розничная торговля,2024,2024-12-31,1441074474,116430065,44356826,474,0.08079392640744257,0.38097398640119284,1.9972619099714495,1.274983925764829,-0.10460869880980295,0.03947368421052633,normal,0,-0.29038791745909,0.8713217048609458,-0.8111578692628686,-0.1721726412348156,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,0
C0012,ООО «Южный-Логистик-012»,Севастополь,Розничная торговля,2025,2025-12-31,2046522983,128480362,20501713,467,0.06277982855177151,0.15957079105988198,2.698668696154514,1.482296440319428,0.4201368631001092,-0.014767932489451518,normal,-0.22546730939081033,0.06404836670316925,1.4524664758881236,2.8592100555780084,-0.6744907594765952,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,1
C0013,ООО «Партнёр-Сервис-013»,Республика Крым,Грузоперевозки автомобильным транспортом,2023,2023-12-31,60053117,11786125,0,6,0.19626166948170234,0,0.7062005536170709,0.7650890362597963,,,normal,-0.7138083041034589,0.9875018823897765,0.5171528187631401,,,0,0,0,0,,none,0,0,,,,0
C0013,ООО «Партнёр-Сервис-013»,Республика Крым,Грузоперевозки автомобильным транспортом,2024,2024-12-31,71863456,24163408,12071606,7,0.336240550412716,0.49958209537330167,0.3579488870113024,0.8131157609348327,0.19666487919353126,0.16666666666666674,normal,1.4001258963079226,0.7899245874736377,0.6848257754549614,0.7016647936671833,1.5155224472190179,0,0,0,0,,none,0,0,,,,0
C0013,ООО «Партнёр-Сервис-013»,Республика Крым,Грузоперевозки автомобильным транспортом,2025,2025-12-31,71105496,17057876,0,8,0.23989532398452013,0,0.3844511473761446,0.44561774632740847,-0.010547224447429837,0.1428571428571428,normal,0.006410421870330624,0.5469976958407127,-1.5972493940921533,-0.22852685503967643,1.904375044090356,0,0,0,0,,none,0,0,,,,1
C0014,ПАО «Сигма-Инвест-014»,Республика Крым,Транспортная логистика,2023,2023-12-31,25488343,5494934,0,3,0.2155861603086556,0,0.4582242480073464,0.46626568162966037,,,normal,-0.6959073172815974,0.109767573245643,-1.0666792317822587,,,0,0,0,0,,none,0,0,,,,0
C0014,ПАО «Сигма-Инвест-014»,Республика Крым,Транспортная логистика,2024,2024-12-31,27883003,7330862,2779205,4,0.26291508127729285,0.37911026015767313,0.33422508840024545,0.710051518604115,0.09395118388041146,0.33333333333333326,normal,0.24485281838356407,0.11818775849897688,0.06012301786974123,0.18464991819457494,3.256162287128391,0,0,0,0,,none,0,0,,,,0
C0014,ПАО «Сигма-Инвест-014»,Республика Крым,Транспортная логистика,2025,2025-12-31,28968869,10048377,0,4,0.346868115562261,0,0.2891647078926278,0.39265925420401554,0.03894365323562887,0,normal,0.9058766392187074,0.048370256991846945,-0.998443295745659,0.4262116441530692,0,0,0,0,0,,none,0,0,,,,1
